vehicle_id,priority_rank,mark,model,generation,restyling,body_type,year_from,year_to,origin_category,vehicle_type_category,ads_count,avg_price_inflation_adj,avg_age,score_origin,score_type,score_ads,score_price,score_age,priority_score,has_real_metrics,ready_for_3d_search,length_mm,width_mm,height_mm,wheelbase_mm,ground_clearance_mm,dimensions_source_url,model_3d_status,model_3d_source,model_file_path,format,scale_check_status,materials_editable,data_quality_note
honda_insight_g2_r0_liftbek,5095,honda,Insight,2,0,лифтбек,2009,2012,нет,легковые,15524.0,757979.4660242206,15.875,0.2,1.0,0.05534225283324243,0.0064068184972380015,0.8576388888888888,0.3605604748717852,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mazda_mx 30_g1_r0_dzhip suv 5 dv,5096,mazda,MX-30,1,0,джип/suv 5 дв.,2019,2025,нет,легковые,76.0,2663693.1115789474,3.6184210526315788,0.2,1.0,0.0002709360483977341,0.02251485569621503,0.971125730994152,0.36055753546594693,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
porsche_cayenne_g1_r0_dzhip suv 5 dv,5097,porsche,Cayenne,1,0,джип/suv 5 дв.,2002,2007,нет,легковые,18707.0,2619174.2880590153,21.5,0.2,1.0,0.06668948233390017,0.022138560513050184,0.8055555555555556,0.3605487102159881,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
bmw_1 series_g2_r0_xetchbek 3 dv,5098,bmw,1-Series,2,0,хэтчбек 3 дв.,2012,2015,нет,легковые,11894.0,894961.8799663697,12.58421052631579,0.2,1.0,0.04240149157424539,0.007564661819886574,0.8881091617933723,0.3605459883458816,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
honda_breeze_g1_r0_dzhip suv 5 dv,5099,honda,Breeze,1,0,джип/suv 5 дв.,2019,2023,нет,легковые,15.0,3693834.666666667,5.0,0.2,1.0,5.347422007850015e-05,0.031222123195858122,0.9583333333333334,0.36053002036773163,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
genesis_g90_g1_r0_sedan,5100,genesis,G90,1,0,седан,2016,2019,нет,легковые,140.0,6152627.9120000005,8.5,0.2,1.0,0.0004990927207326681,0.05200506356720333,0.9259259259259259,0.3605181253078563,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chery_tiggo t11_g1_r0_dzhip suv 5 dv,5101,chery,Tiggo T11,1,0,джип/suv 5 дв.,2005,2013,нет,легковые,18483.0,432536.3639668886,18.323529411764707,0.2,1.0,0.06589093398072789,0.0036560119391183875,0.8349673202614379,0.3605178673121935,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chery_tiggo 4_g1_r1_dzhip suv 5 dv,5102,chery,Tiggo 4,1,1,джип/suv 5 дв.,2018,2023,нет,легковые,3295.0,1733464.7703793629,5.5,0.2,1.0,0.011746503677243867,0.014652104249512802,0.9537037037037037,0.3605048119271083,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
geely_geometry e_g1_r0_dzhip suv 5 dv,5103,geely,Geometry E,1,0,джип/suv 5 дв.,2022,2025,нет,легковые,35.0,1831315.8720000002,2.5,0.2,1.0,0.00012477318018316703,0.015479190306509209,0.9814814814814815,0.36050121998917034,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
honda_crider_g2_r1_sedan,5104,honda,Crider,2,1,седан,2021,2025,нет,легковые,58.0,2179737.743448276,3.0,0.2,1.0,0.00020676698430353394,0.018424224823797526,0.9768518518518519,0.36050051065483074,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
peugeot_2008_g2_r1_dzhip suv 5 dv,5105,peugeot,2008,2,1,джип/suv 5 дв.,2023,2025,нет,легковые,522.0,1103280.6035249042,2.0,0.2,1.0,0.0018609028587318055,0.009325475022936036,0.9861111111111112,0.36047515807923447,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mitsubishi_ek wagon_g4_r0_xetchbek 5 dv,5106,mitsubishi,eK Wagon,4,0,хэтчбек 5 дв.,2019,2025,нет,легковые,3595.0,398549.7307148818,4.0,0.2,1.0,0.01281598807881387,0.003368740053350913,0.9675925925925926,0.3604685672869654,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
honda_n box_g2_r1_xetchbek 5 dv,5107,honda,N-BOX,2,1,хэтчбек 5 дв.,2020,2023,нет,легковые,3443.0,867957.6989369737,4.5,0.2,1.0,0.012274115982018403,0.0073364090844538045,0.962962962962963,0.360465286654469,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
peugeot_206_g1_r2_xetchbek 5 dv,5108,peugeot,206,1,2,хэтчбек 5 дв.,2009,2012,нет,легковые,15775.0,227509.0452690967,15.5,0.2,1.0,0.056237054782555994,0.0019230193228907734,0.8611111111111112,0.3604588277051837,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
peugeot_206_g1_r2_xetchbek 3 dv,5109,peugeot,206,1,2,хэтчбек 3 дв.,2009,2012,нет,легковые,15775.0,227509.0452690967,15.5,0.2,1.0,0.056237054782555994,0.0019230193228907734,0.8611111111111112,0.3604588277051837,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
suzuki_sx4_g1_r1_xetchbek 5 dv,5110,suzuki,SX4,1,1,хэтчбек 5 дв.,2009,2016,нет,легковые,13825.0,738224.3678784812,14.326086956521738,0.2,1.0,0.04928540617235098,0.006239838606768474,0.8719806763285024,0.3604553949669533,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
suzuki_xbee_g1_r1_xetchbek 5 dv,5111,suzuki,Xbee,1,1,хэтчбек 5 дв.,2022,2025,нет,легковые,470.0,1483194.917787234,2.5,0.2,1.0,0.0016755255624596715,0.012536699290987129,0.9814814814814815,0.3604475344324111,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chevrolet_trax_g2_r0_dzhip suv 5 dv,5112,chevrolet,Trax,2,0,джип/suv 5 дв.,2022,2025,нет,легковые,230.0,1640291.0233043479,2.5,0.2,1.0,0.000819938041203669,0.013864553513675182,0.9814814814814815,0.3604328156855004,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
honda_envix_g1_r1_sedan,5113,honda,Envix,1,1,седан,2022,2025,нет,легковые,9.0,1794862.2222222222,2.5,0.2,1.0,3.2084532047100095e-05,0.015171065973124377,0.9814814814814815,0.3604318291771286,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mercedes benz_gl class_g1_r1_dzhip suv 5 dv,5114,mercedes benz,GL-Class,1,1,джип/suv 5 дв.,2009,2012,нет,легковые,12925.0,2197181.1644905224,15.5,0.2,1.0,0.046076952967640965,0.018571665272514117,0.8611111111111112,0.3604160991438985,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
honda_passport_g4_r0_dzhip suv 5 dv,5115,honda,Passport,4,0,джип/suv 5 дв.,2024,2025,нет,легковые,8.0,1051664.32,1.5,0.2,1.0,2.8519584041866748e-05,0.00888918858660206,0.9907407407407407,0.3604145822580749,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mazda_cx 4_g1_r1_dzhip suv 5 dv,5116,mazda,CX-4,1,1,джип/suv 5 дв.,2019,2023,нет,легковые,115.0,3520596.56626087,5.0,0.2,1.0,0.0004099690206018345,0.029757828823969733,0.9583333333333334,0.36039949991207926,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
audi_rs7_g1_r1_liftbek,5117,audi,RS7,1,1,лифтбек,2014,2018,нет,легковые,85.0,7192877.176470589,10.0,0.2,1.0,0.0003030205804448342,0.06079776644120893,0.912037037037037,0.3603991238149963,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
byd_qin plus_g1_r0_sedan,5118,byd,Qin Plus,1,0,седан,2020,2025,нет,легковые,29.0,2471299.2717241384,3.5,0.2,1.0,0.00010338349215176697,0.020888647510916975,0.9722222222222222,0.36038136522189773,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
lexus_is300h_g3_r2_sedan,5119,lexus,IS300h,3,2,седан,2020,2025,нет,легковые,365.0,2233029.8595068497,3.5,0.2,1.0,0.0013012060219101704,0.01887467622812371,0.9722222222222222,0.3603787251619183,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
volvo_s90_g2_r1_sedan,5120,volvo,S90,2,1,седан,2020,2022,нет,легковые,407.0,3294905.4101228504,5.0,0.2,1.0,0.001450933838129971,0.027850175201909882,0.9583333333333334,0.3603735930731523,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chevrolet_equinox_g3_r1_dzhip suv 5 dv,5121,chevrolet,Equinox,3,1,джип/suv 5 дв.,2020,2025,нет,легковые,919.0,2090842.0061806312,3.8448275862068964,0.2,1.0,0.0032761872168094426,0.017672833949267216,0.969029374201788,0.36037290931677124,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
audi_q5_g1_r0_dzhip suv 5 dv,5122,audi,Q5,1,0,джип/suv 5 дв.,2008,2012,нет,легковые,13702.0,1918439.0829951833,15.91304347826087,0.2,1.0,0.048846917567707274,0.01621559890959513,0.8572866344605475,0.3603727326744208,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
peugeot_4008_g2_r2_dzhip suv 5 dv,5123,peugeot,4008,2,2,джип/suv 5 дв.,2023,2025,нет,легковые,514.0,1025914.4087159534,2.0,0.2,1.0,0.0018323832746899387,0.008671537561327984,0.9861111111111112,0.36036993756398283,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
honda_m nv_g1_r0_dzhip suv 5 dv,5124,honda,M-NV,1,0,джип/suv 5 дв.,2019,2025,нет,легковые,93.0,2781873.1372043015,4.0,0.2,1.0,0.00033154016448670097,0.02351377190452876,0.9675925925925926,0.36036921008606027,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chevrolet_trailblazer_g3_r0_dzhip suv 5 dv,5125,chevrolet,TrailBlazer,3,0,джип/suv 5 дв.,2019,2025,нет,легковые,3287.0,876947.1521995742,4.46875,0.2,1.0,0.011717984093202,0.007412392403296171,0.9632523148148148,0.3603665863652764,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
ford_mustang_g6_r1_otkrytyi kuzov,5126,ford,Mustang,6,1,открытый кузов,2017,2023,нет,легковые,1875.0,2987093.945770667,6.0,0.2,1.0,0.006684277509812519,0.025248399993120164,0.9490740740740741,0.36036573678382855,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
ford_mustang_g6_r1_kupe,5127,ford,Mustang,6,1,купе,2017,2023,нет,легковые,1875.0,2987093.945770667,6.0,0.2,1.0,0.006684277509812519,0.025248399993120164,0.9490740740740741,0.36036573678382855,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
cadillac_ct6_g1_r1_sedan,5128,cadillac,CT6,1,1,седан,2018,2023,нет,легковые,35.0,4222236.800000001,5.928571428571429,0.2,1.0,0.00012477318018316703,0.035688440178793183,0.9497354497354498,0.36035800429540976,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
ford_explorer_g5_r1_dzhip suv 5 dv,5129,ford,Explorer,5,1,джип/suv 5 дв.,2014,2018,нет,легковые,8623.0,1440478.0491058799,10.38888888888889,0.2,1.0,0.030740546649127124,0.01217563512410765,0.9084362139917695,0.36035510333007487,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mazda_atenza_g3_r2_universal,5130,mazda,Atenza,3,2,универсал,2018,2019,нет,легковые,6984.0,462831.24799541815,7.5,0.2,1.0,0.02489759686854967,0.003912079328890475,0.9351851851851852,0.36032972963498955,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mazda_atenza_g3_r2_sedan,5131,mazda,Atenza,3,2,седан,2018,2019,нет,легковые,6984.0,462831.24799541815,7.5,0.2,1.0,0.02489759686854967,0.003912079328890475,0.9351851851851852,0.36032972963498955,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chevrolet_camaro_g6_r1_otkrytyi kuzov,5132,chevrolet,Camaro,6,1,открытый кузов,2018,2023,нет,легковые,1443.0,2883627.252668053,5.5,0.2,1.0,0.005144219971551715,0.024373848170898778,0.9537037037037037,0.36031250258889314,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
lexus_rc350_g1_r1_kupe,5133,lexus,RC350,1,1,купе,2018,2025,нет,легковые,88.0,3103138.1563636367,4.5,0.2,1.0,0.00031371542446053427,0.02622926323315504,0.962962962962963,0.36030911463738474,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
geely_preface_g1_r0_sedan,5134,geely,Preface,1,0,седан,2020,2022,нет,легковые,187.0,3397974.600213904,5.0,0.2,1.0,0.0006666452769786352,0.02872136713146751,0.9583333333333334,0.3603081997222981,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chery_omoda 5_g1_r0_dzhip suv 5 dv,5135,chery,Omoda 5,1,0,джип/suv 5 дв.,2021,2025,нет,легковые,6.0,2062480.0000000002,3.0,0.2,1.0,2.1389688031400064e-05,0.017433104202009077,0.9768518518518519,0.3603054982374944,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
audi_q2_g1_r1_dzhip suv 5 dv,5136,audi,Q2,1,1,джип/suv 5 дв.,2020,2025,нет,легковые,93.0,2294647.5096774194,3.41025641025641,0.2,1.0,0.00033154016448670097,0.019395499177246363,0.9730531813865148,0.3602975280563602,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
geely_emgrand ec7_g1_r0_xetchbek 5 dv,5137,geely,Emgrand EC7,1,0,хэтчбек 5 дв.,2010,2017,нет,легковые,12193.0,426141.78220290336,12.5,0.2,1.0,0.04346741102781016,0.00360196176155554,0.8888888888888888,0.3602960359100748,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
bmw_x3_g1_r0_dzhip suv 5 dv,5138,bmw,X3,1,0,джип/suv 5 дв.,2003,2006,нет,легковые,18915.0,2188450.2839101246,21.384615384615383,0.2,1.0,0.0674309915189887,0.01849786753826536,0.8066239316239316,0.36029482117288014,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
suzuki_spacia_g3_r0_xetchbek 5 dv,5139,suzuki,Spacia,3,0,хэтчбек 5 дв.,2023,2025,нет,легковые,890.0,701329.4286741574,2.0,0.2,1.0,0.003172803724657676,0.005927984276217018,0.9861111111111112,0.3602935096837081,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
jeep_compass_g2_r1_dzhip suv 5 dv,5140,jeep,Compass,2,1,джип/suv 5 дв.,2020,2025,нет,легковые,1852.0,1119442.4546868252,3.5,0.2,1.0,0.006602283705692153,0.009462083007208915,0.9722222222222222,0.3602921055997266,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chevrolet_suburban_g12_r0_dzhip suv 5 dv,5141,chevrolet,Suburban,12,0,джип/suv 5 дв.,2019,2025,нет,легковые,122.0,2673085.272131148,4.0,0.2,1.0,0.0004349236566384679,0.0225942428968611,0.9675925925925926,0.36025712660794806,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chevrolet_camaro_g6_r1_kupe,5142,chevrolet,Camaro,6,1,купе,2018,2023,нет,легковые,1443.0,2883627.252668053,5.575,0.2,1.0,0.005144219971551715,0.024373848170898778,0.9530092592592593,0.3602430581444487,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chevrolet_menlo_g1_r0_xetchbek 5 dv,5143,chevrolet,Menlo,1,0,хэтчбек 5 дв.,2019,2025,нет,легковые,10.0,2740304.0000000005,4.0,0.2,1.0,3.564948005233344e-05,0.02316240893350834,0.9675925925925926,0.36024253296929865,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
bmw_x2_g1_r0_dzhip suv 5 dv,5144,bmw,X2,1,0,джип/suv 5 дв.,2017,2025,нет,легковые,809.0,3279819.2512237336,5.513761467889908,0.2,1.0,0.002884042936233775,0.02772265950231698,0.953576282704723,0.36023703792987827,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
honda_e_g1_r0_xetchbek 5 dv,5145,honda,e,1,0,хэтчбек 5 дв.,2019,2025,нет,легковые,8.0,2730700.0000000005,4.0,0.2,1.0,2.8519584041866748e-05,0.023081231160751225,0.9675925925925926,0.36022857382938245,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
geely_icon_g1_r0_dzhip suv 5 dv,5146,geely,ICON,1,0,джип/suv 5 дв.,2020,2025,нет,легковые,19.0,2338736.8421052634,3.5,0.2,1.0,6.773401209943353e-05,0.019768164088620834,0.9722222222222222,0.3602043803385402,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
bmw_2 series active tourer_g2_r0_xetchbek 5 dv,5147,bmw,2-Series Active Tourer,2,0,хэтчбек 5 дв.,2021,2025,нет,легковые,267.0,1746326.391610487,2.935483870967742,0.2,1.0,0.0009518411173973027,0.014760817053093423,0.9774492234169654,0.3601970051790099,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mercedes benz_b class_g3_r0_xetchbek 5 dv,5148,mercedes benz,B-Class,3,0,хэтчбек 5 дв.,2018,2025,нет,легковые,3544.0,877407.5629345373,4.907407407407407,0.2,1.0,0.01263417573054697,0.007416284023248043,0.9591906721536351,0.3601900537514875,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chery_tiggo 2_g2_r0_dzhip suv 5 dv,5149,chery,Tiggo 2,2,0,джип/suv 5 дв.,2023,2025,нет,легковые,439.0,928636.8892938497,2.0,0.2,1.0,0.0015650121742974378,0.007849299705640416,0.9861111111111112,0.36017975911053157,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
geely_emgrand s_g1_r0_dzhip suv 5 dv,5150,geely,Emgrand S,1,0,джип/suv 5 дв.,2021,2025,нет,легковые,1.0,1962240.0000000002,3.0,0.2,1.0,3.5649480052333435e-06,0.0165858259907249,0.9768518518518519,0.36017395032079524,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chery_tiggo 2 pro_g1_r0_dzhip suv 5 dv,5151,chery,Tiggo 2 Pro,1,0,джип/suv 5 дв.,2021,2025,нет,легковые,5.0,1957088.0000000002,3.0,0.2,1.0,1.782474002616672e-05,0.01654227873070359,0.9768518518518519,0.3601709831797973,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
suzuki_jimny sierra_g4_r0_dzhip suv 3 dv,5152,suzuki,Jimny Sierra,4,0,джип/suv 3 дв.,2018,2025,нет,легковые,2594.0,1226076.738380879,4.5,0.2,1.0,0.009247475125575293,0.010363408876621,0.962962962962963,0.3601626764091833,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
bmw_1 series_g2_r0_xetchbek 5 dv,5153,bmw,1-Series,2,0,хэтчбек 5 дв.,2011,2015,нет,легковые,11894.0,894961.8799663697,13.0,0.2,1.0,0.04240149157424539,0.007564661819886574,0.8842592592592593,0.36016099809247026,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
lexus_rc300h_g1_r1_kupe,5154,lexus,RC300h,1,1,купе,2018,2025,нет,легковые,15.0,3032960.0000000005,4.5,0.2,1.0,5.347422007850015e-05,0.025636082638631864,0.962962962962963,0.3601550772471107,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mitsubishi_pajero sport_g3_r1_dzhip suv 5 dv,5155,mitsubishi,Pajero Sport,3,1,джип/suv 5 дв.,2019,2025,нет,легковые,1810.0,1718869.908773481,4.5,0.2,1.0,0.006452555889472352,0.01452874123838579,0.962962962962963,0.3600887464544223,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chevrolet_groove_g1_r0_dzhip suv 5 dv,5156,chevrolet,Groove,1,0,джип/suv 5 дв.,2020,2025,нет,легковые,3.0,2249333.3333333335,3.5,0.2,1.0,1.0694844015700032e-05,0.019012481277419616,0.9722222222222222,0.3600767681248391,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
audi_s6_g5_r0_universal,5157,audi,S6,5,0,универсал,2018,2025,нет,легковые,189.0,2291910.8088888894,3.75,0.2,1.0,0.0006737751729891019,0.01937236722444383,0.9699074074074074,0.3600650396176546,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
geely_emgrand l_g1_r0_sedan,5158,geely,Emgrand L,1,0,седан,2021,2023,нет,легковые,1.0,2598400.0000000005,4.0,0.2,1.0,3.5649480052333435e-06,0.021962965923790965,0.9675925925925926,0.36005459538482926,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mazda_axela_g1_r1_sedan,5159,mazda,Axela,1,1,седан,2006,2009,нет,легковые,17633.0,791095.3981103613,18.5,0.2,1.0,0.06286072817627955,0.006686730784777443,0.8333333333333334,0.36005152499511983,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mazda_axela_g1_r1_xetchbek 5 dv,5160,mazda,Axela,1,1,хэтчбек 5 дв.,2006,2009,нет,легковые,17633.0,791095.3981103613,18.5,0.2,1.0,0.06286072817627955,0.006686730784777443,0.8333333333333334,0.36005152499511983,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
peugeot_208_g2_r1_xetchbek 5 dv,5161,peugeot,208,2,1,хэтчбек 5 дв.,2023,2025,нет,легковые,690.0,650930.1558260871,2.0,0.2,1.0,0.002459814123611007,0.005501984617909595,0.9861111111111112,0.36005136233470036,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
audi_rs q3_g2_r0_dzhip suv 5 dv,5162,audi,RS Q3,2,0,джип/suv 5 дв.,2019,2025,нет,легковые,199.0,2443360.752562814,4.0,0.2,1.0,0.0007094246530414354,0.020652497286047306,0.9675925925925926,0.36003449001542676,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
lexus_rx450hl_g4_r0_dzhip suv 5 dv,5163,lexus,RX450hL,4,0,джип/suv 5 дв.,2017,2019,нет,легковые,69.0,5445375.072463769,8.0,0.2,1.0,0.0002459814123611007,0.04602701168364473,0.9305555555555556,0.3600211026611926,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
lexus_rx450hl_g1_r0_dzhip suv 5 dv,5164,lexus,RX450hL,1,0,джип/suv 5 дв.,2017,2019,нет,легковые,69.0,5445375.072463769,8.0,0.2,1.0,0.0002459814123611007,0.04602701168364473,0.9305555555555556,0.3600211026611926,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mercedes benz_a class_g3_r1_xetchbek 5 dv,5165,mercedes benz,A-Class,3,1,хэтчбек 5 дв.,2015,2019,нет,легковые,8066.0,846506.9807488223,9.412698412698413,0.2,1.0,0.02875487061021215,0.007155096972151153,0.9174750146972369,0.36000948366809943,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
suzuki_baleno_g3_r0_xetchbek 5 dv,5166,suzuki,Baleno,3,0,хэтчбек 5 дв.,2022,2025,нет,легковые,808.0,898739.8984158416,2.5,0.2,1.0,0.0028804779882285417,0.007596595506180141,0.9814814814814815,0.3600077569711323,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
audi_rs4_g5_r1_universal,5167,audi,RS4,5,1,универсал,2019,2025,нет,легковые,79.0,3045724.455696203,4.75,0.2,1.0,0.00028163089241343416,0.025743974150905354,0.9606481481481481,0.359996818660554,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
geely_geometry panda mini_g1_r0_xetchbek 3 dv,5168,geely,Geometry Panda Mini,1,0,хэтчбек 3 дв.,2022,2025,нет,легковые,1.0,1454880.0000000002,2.5,0.2,1.0,3.5649480052333435e-06,0.012297367558191578,0.9814814814814815,0.3599936445188782,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chery_tiggo 7 plus_g1_r0_dzhip suv 5 dv,5169,chery,Tiggo 7 Plus,1,0,джип/suv 5 дв.,2021,2022,нет,легковые,61.0,2868980.983606558,4.5,0.2,1.0,0.00021746182831923396,0.024250050638452546,0.962962962962963,0.359988169349144,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
chery_tiggo 3x_g1_r1_dzhip suv 5 dv,5170,chery,Tiggo 3x,1,1,джип/suv 5 дв.,2020,2025,нет,легковые,17.0,2164762.352941177,3.5,0.2,1.0,6.060411608896684e-05,0.01829764539360861,0.9722222222222222,0.35998202006028573,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
bmw_4 series_g1_r1_liftbek,5171,bmw,4-Series,1,1,лифтбек,2017,2021,нет,легковые,1764.0,3508752.5523809525,7.032258064516129,0.2,1.0,0.006288568281231618,0.029657717342579052,0.939516129032258,0.3599724125749206,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
maserati_quattroporte_g6_r2_sedan,5172,maserati,Quattroporte,6,2,седан,2020,2025,нет,легковые,191.0,2465658.907643979,4.1,0.2,1.0,0.0006809050689995686,0.02084097235540192,0.9666666666666667,0.35996303878722685,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
audi_tt rs_g3_r1_xetchbek 3 dv,5173,audi,TT RS,3,1,хэтчбек 3 дв.,2019,2023,нет,легковые,58.0,3210027.307586207,5.0,0.2,1.0,0.00020676698430353394,0.027132743369363572,0.9583333333333334,0.35995493658481376,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
audi_tt rs_g3_r1_otkrytyi kuzov,5174,audi,TT RS,3,1,открытый кузов,2019,2023,нет,легковые,58.0,3210027.307586207,5.0,0.2,1.0,0.00020676698430353394,0.027132743369363572,0.9583333333333334,0.35995493658481376,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
subaru_brz_g2_r0_kupe,5175,subaru,BRZ,2,0,купе,2021,2025,нет,легковые,160.0,1676946.7400000002,3.0,0.2,1.0,0.000570391680837335,0.014174385816899763,0.9768518518518519,0.3599539409779295,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hongqi_h5_g1_r0_sedan,5176,hongqi,H5,1,0,седан,2018,2022,нет,легковые,84.0,3913684.693333334,6.0,0.2,1.0,0.00029945563243960086,0.033080404693712394,0.9490740740740741,0.3599443320195742,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
cadillac_xt4_g1_r0_dzhip suv 5 dv,5177,cadillac,XT4,1,0,джип/suv 5 дв.,2018,2023,нет,легковые,52.0,3618673.175384616,5.575,0.2,1.0,0.00018537729627213386,0.03058682098226168,0.9530092592592593,0.3599352933973332,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
mazda_mazda2_g4_r0_xetchbek 5 dv,5178,mazda,Mazda2,4,0,хэтчбек 5 дв.,2021,2025,нет,легковые,1723.0,562960.1788508416,3.0,0.2,1.0,0.006142405413017051,0.004758418728660829,0.9768518518518519,0.3599345493477386,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
lexus_nx200_g1_r0_dzhip suv 5 dv,5179,lexus,NX200,1,0,джип/suv 5 дв.,2014,2017,нет,легковые,6081.0,2974275.8364742645,10.5,0.2,1.0,0.02167844881982396,0.025140054973999047,0.9074074074074074,0.35993136119179664,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
